,Unnamed: 0,title,artist,top genre,year,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,lyrics
469,470,Chained To The Rhythm,Katy Perry,dance pop,2017,190,80,45,-5,20,47,238,8,17,72,"

[Verse 1: Katy Perry]
Are we crazy?
Living our lives through a lens
Trapped in our white picket fence
Like ornaments
So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble
Aren't you lonely
Up there in utopia
Where nothing will ever be enough?
Happily numb
So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble

[Pre-Chorus: Katy Perry]
So put your rose-colored glasses on
And party on

[Chorus: Katy Perry]
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm

[Verse 2: Katy Perry]
Are we tone deaf?
Keep sweeping it under the mat
Thought we could do better than that
I hope we can
So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble

[Pre-Chorus: Katy Perry]
So put your rose-colored glasses on
And party on

[Chorus: Katy Perry]
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm

[Bridge: Skip Marley]
It is my desire
Break down the walls to connect, inspire
Ay, up in your high place, liars
Time is ticking for the empire
The truth they feed is feeble
As so many times before
They greed over the people
They stumbling and fumbling
And we're about to riot
They woke up, they woke up the lions
(Woo!)

[Chorus: Katy Perry]
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm

[Outro: Katy Perry]
Turn it up
Turn it up
It goes on, and on, and on
It goes on, and on, and on
It goes on, and on, and on
'Cause we're all chained to the rhythm

"
470,471,Cold (feat. Future),Maroon 5,pop,2017,100,72,69,-6,5,41,234,14,11,72,"

[Chorus: Adam Levine]
Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold

[Verse 1: Adam Levine]
Are we taking time or a time out?
I can't take the in-between
Asking me for space here in my house
You know how to fuck with me
Acting like we're not together
After everything that we've been through
Sleeping up under the covers
How am I so far away from you?

[Pre-Chorus: Adam Levine]
Distant, when we're kissing
Feel so different
Baby, tell me how did you get so

[Chorus: Adam Levine]
Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold, yeah

[Post-Chorus: Adam Levine]
Whoa, yeah
Whoa, yeah
I don't understand why you're so cold

[Verse 2: Adam Levine]
What you holdin' on, holdin' on for?
If you wanna leave, just leave
Why you wanna bite your tongue for?
The silence is killing me
Acting like we're not together
If you don't want this, then what's the use?
Sleeping up under the covers
How am I so far away from you?

[Pre-Chorus: Adam Levine]
Distant (Oh), when we're kissing (Yeah)
Feel so different (Yeah)
Baby tell me how did you get so

[Chorus: Adam Levine]
Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold, yeah

[Post-Chorus: Adam Levine & Future]
Whoa, yeah
Whoa, yeah
I don't understand why you're so cold, yeah
So tough, it?? a cold world
Whoa, yeah
So tough, it?? a cold world
Whoa, yeah
So tough, it?? a cold world
I don't understand why you're so cold

[Verse 3: Future & Adam Levine]
Never thought that you were like this
I took the tag off, and made you priceless
I just spent half a mill' on a chandelier
Now you tryna cut me off like a light switch, yeah
Tryna stay in our league
Saying that you need some time to breathe
Thinking that I'm sleeping on the four-letter word
But the four-letter word don't sleep
We goin' two separate ways
You ain't been actin' the same
You gotta go, girl, where your heart used to be
You gold-dig every day
I switched the four-door to the two-door
'Cause I can't let my driver hear what you say
Girl, I tried to give you space
Baby, tell me how did you get so cold

[Chorus: Adam Levine]
Cold enough to chill my bones
It feels like I don't know you anymore
I don't understand why you're so cold to me
With every breath you breathe
I see there's something going on
I don't understand why you're so cold

[Post-Chorus: Adam Levine & Future]
So tough, it?? a cold world
Whoa, yeah
So tough, it?? a cold world
Whoa, yeah
So tough, it?? a cold world
I don't understand why you're so cold, yeah
So tough, it?? a cold world
Whoa, yeah
So tough, it?? a cold world
Whoa, yeah
So tough, it?? a cold world
I don't understand why you're so cold

"
471,472,Love,Lana Del Rey,art pop,2017,99,37,53,-11,11,23,273,49,3,72,"

[Verse 1]
Look at you, kids, with your vintage music
Comin' through satellites while cruisin'
You're part of the past, but now you're the future
Signals crossing can get confusin'

[Pre-Chorus]
It's enough just to make you feel crazy, crazy, crazy
Sometimes it's enough just to make you feel crazy

[Chorus]
You get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
Doesn't matter 'cause it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

[Verse 2]
Look at you, kids, you know you're the coolest
The world is yours and you can't refuse it
Seen so much, you could get the blues, but
That don't mean that you should abuse it

[Pre-Chorus]
Though it's enough just to make you go crazy, crazy, crazy
I know, it's enough just to make you go crazy, crazy, crazy

[Chorus]
But you get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
It don't matter because it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

[Bridge]
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby

[Pre-Chorus]
And it's enough just to make me go crazy, crazy, crazy
It's enough just to make me go crazy, crazy, crazy

[Chorus]
I get ready, I get all dressed up
To go nowhere in particular
It doesn't matter if I'm not enough
For the future or the things to come
'Cause I'm young and in love, ah, ah
I'm young and in love, ah, ah, ah, ah

[Outro]
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby

"
472,473,Reggaet?? Lento (Remix),CNCO,boy band,2017,94,91,53,-3,10,62,189,15,9,71,
473,474,All I Ask,Adele,british soul,2017,142,28,59,-5,15,34,272,88,3,71,"

[Verse 1]
I will leave my heart at the door
I won't say a word
They've all been said before, you know
So why don't we just play pretend
Like we're not scared of what is coming next
Or scared of having nothing left?

[Pre-Chorus]
Look, don't get me wrong
I know there is no tomorrow
All I ask is

[Chorus]
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?

[Verse 2]
I don't need your honesty
It's already in your eyes
And I'm sure my eyes, they speak for me
No one knows me like you do
And since you're the only one that mattered
Tell me, who do I run to?

[Pre-Chorus]
Look, don't get me wrong
I know there is no tomorrow
All I ask is

[Chorus]
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?

[Bridge]
Let this be our lesson in love
Let this be the way we remember us
I don't want to be cruel or vicious
And I ain't asking for forgiveness
All I ask is

[Chorus]
If this is my last night with you
Hold me like I'm more than just a friend
Give me a memory I can use
Take me by the hand while we do
What lovers do
It matters how this ends
'Cause what if I never love again?

"
474,475,First Time,Kygo,edm,2017,90,59,63,-7,10,68,194,20,11,71,"

[Verse 1]
We were lovers for the first time
Running all the red lights
The middle finger was our peace sign, yeah
We were sipping on emotions
Smoking and inhaling every moment
It was reckless and we owned it, yeah, yeah

[Pre-Chorus]
We were high and we were sober
We were on and we were over
We were young and now I'm older
But I'd do it all again

[Chorus]
Getting drunk on a train track
Way back, when we tried our first cigarettes (oh)
Ten dollars was a fat stack
I'd do it all again (oh)
Bomber jacket and a snapback
Your dad's black Honda was a Maybach (oh)
""Re: Stacks"" on the playback
I'd do it all again (oh)

[Verse 2]
We were lovers on a wild ride
Speeding for the finish line
Come until the end of our time, yeah
Started off as a wildfire
Burning down the bridges to our empire
Our love was something they could admire, yeah, yeah

[Pre-Chorus]
We were high and we were sober
We were on and we were over
We were young and now I'm older
But I'd do it all again

[Chorus]
Getting drunk on a train track
Way back, when we tried our first cigarettes (oh)
Ten dollars was a fat stack
I'd do it all again (oh)
Bomber jacket and a snapback
Your dad's black Honda was a Maybach (oh)
Re: Stacks on the playback
I'd do it all again (oh)

[Post-Chorus]
Stack stack, stack stack, oh oh...
Speed speed, speed speed oh oh...
Stack stack, stack stack, oh oh...
Stack stack, stack stack, oh oh...
Stack stack, stack stack, oh oh...
Speed speed, speed speed oh oh...
Stack stack, stack stack, oh oh...
Stack stack, stack stack, oh oh...
Stack stack, stack stack, oh oh...
Speed speed, speed speed oh oh...
Stack stack, stack stack, oh oh...
Stack stack, stack stack...

"
475,476,The Cure,Lady Gaga,dance pop,2017,100,51,70,-5,9,52,211,8,3,71,"

[Verse 1]
I'll undress you 'cause you're tired
Cover you as you desire
When you fall asleep inside my arms
May not have the fancy things
But I'll give you everything
You could ever want, it's in my arms

[Pre-Chorus]
So baby tell me yes
And I will give you everything
So baby tell me yes
And I will be all yours tonight
So baby tell me yes
And I will give you everything
I will be right by your side

[Chorus]
If I can't find the cure, I'll
I'll fix you with my love
No matter what you do, I'll
I'll fix you with my love
And if you say you're okay
I'm gonna heal you anyway
Promise I'll always be there
Promise I'll be the cure (Be the cure)

[Verse 2]
Rub your feet, your hands, your legs
Let me take care of it, babe
Close your eyes, I'll sing your favorite song
I wrote you this lullaby
Hush now baby, don't you cry
Anything you want could not be wrong

[Pre-Chorus]
So baby tell me yes
And I will give you everything
So baby tell me yes
And I will be all yours tonight
So baby tell me yes
And I will give you everything
I will be right by your side

[Chorus]
If I can't find the cure, I'll
I'll fix you with my love
No matter what you do, I'll
I'll fix you with my love
And if you say you're okay
I'm gonna heal you anyway
Promise I'll always be there
Promise I'll be the cure (Be the cure)

[Bridge]
I'll fix you with my love
(I'll fix you with my love-lo-love)
I'll fix you with my love
(I'll fix you with my love-lo-love)

[Chorus]
If I can't find the cure, I'll
I'll fix you with my love
No matter what you do, I'll
I'll fix you with my love
And if you say you're okay
I'm gonna heal you anyway
Promise I'll always be there
Promise I'll be the cure (Be the cure)
Promise I'll be the cure (Be the cure)

[Outro]
I'll fix you with my love

"
476,477,"How Far I'll Go - From ""Moana""",Alessia Cara,canadian contemporary r&b,2017,181,54,31,-10,7,16,176,16,35,71,"

[Verse 1]
I've been staring at the edge of the water
Long as I can remember, never really knowing why
I wish I could be the perfect daughter
But I come back to the water, no matter how hard I try

[Pre-Chorus]
Every turn I take, every trail I track
Every path I make, every road leads back
To the place I know, where I cannot go
Where I long to be

[Chorus]
See the line where the sky meets the sea? It calls me
And no one knows how far it goes
If the wind in my sail on the sea stays behind me
One day I'll know, if I go there's just no telling how far I'll go

[Post-Chorus]
Go-oh-oh-oh-oh-oh-oh-oh-oh-oh
Go-oh-oh-oh-oh-oh-oh-oh-oh-oh
Go-oh-oh-oh-oh-oh-oh-oh-oh-oh
Go-oh-oh-oh-oh-oh-oh-oh-oh-oh

[Verse 2]
I know everybody on this island seems so happy
On this island, everything is by design
I know everybody on this island has a role on this island
So maybe I can roll with mine

[Pre-Chorus]
I can lead with pride, I can make us strong
I'll be satisfied if I play along
But the voice inside sings a different song
What is wrong with me?

[Chorus]
See the light as it shines on the sea? It's blinding
But no one knows, how deep it goes
And it seems like it's calling out to me, so come find me
And let me know, what's beyond that line, will I cross that line?
See the line where the sky meets the sea? It calls me
And no one knows, how far it goes
If the wind in my sail on the sea stays behind me
One day I'll know, how far I'll go

"
477,478,Bodak Yellow,Cardi B,pop,2017,125,72,93,-6,35,46,224,7,11,70,"

[Intro]
KSR
It's Cardi, ayy
Said I'm the shit, they can't fuck with me if they wanted to
I dont gotta dance

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves (Ayy, ayy)
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 1]
Now she say she gon' do what to who? Let's find out and see
Cardi B, you know where I'm at, you know where I be
You in the club just to party, I'm there, I get paid a fee
I be in and out them banks so much, I know they're tired of me
Honestly, don't give a fuck 'bout who ain't fond of me
Dropped two mixtapes in six months, what bitch working as hard as me?
I don't bother with these hoes, don't let these hoes bother me
They see pictures, they say, ""Goals,"" bitch, I'm who they tryna be
Look, I might just chill in some BAPE, I might just chill with your boo
I might just feel on your babe, my pussy feel like a lake
He wanna swim with his face, I'm like, ""Okay""
I'll let him get what he want, he buy me Yves Saint Laurent
And the new whip, when I go fast as a horse, I got the trunk in the front
I'm the hottest in the street, know you prolly heard of me
Got a bag and fixed my teeth, hope you hoes know it ain't cheap
And I pay my mama bills, I ain't got no time to chill
Think these hoes be mad at me, their baby father run a bill

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

[Verse 2]
If you a pussy, you get popped, you a goofy, you a opp
Don't you come around my way, you can't hang around my block
And I just checked my accounts, turns out, I'm rich, I'm rich, I'm rich
I put my hand above my hip, I bet you dip, he dip, she dip
I say I get the money and go, this shit is hot like a stove
My pussy glitter is gold, tell that lil' bitch play her role
I just arrove in a Rolls, I just came up in a Wraith
I need to fill up the tank, no, I need to fill up the safe
I need to let all these hoes know that none of their niggas is safe
I go to dinner and steak, only the real can relate
I used to live in the P's, now it's a crib with a gate
Rollie got charms, look like Frosted Flakes
Had to let these bitches know, just in case these hoes forgot
I just run and check the mail, another check from Mona Scott

[Chorus]
Said lil' bitch, you can't fuck with me if you wanted to
These expensive, these is red bottoms, these is bloody shoes
Hit the store, I can get 'em both, I don't wanna choose
And I'm quick, cut a nigga off, so don't get comfortable, look
I don't dance now, I make money moves
Say I don't gotta dance, I make money move
If I see you and I don't speak, that means I don't fuck with you
I'm a boss, you a worker, bitch, I make bloody moves

"
478,479,Rich Love (with Seeb),OneRepublic,dance pop,2017,105,87,40,-4,36,47,201,17,31,70,"

[Verse 1]
I remember talking and drinking what we could find
Burnin' all those candles and stayin' up through the night
We'd make reservations for the places we know we'd never try
But then oh, we found some rich love
I remember feeling broke as a bottle of wine
I didn't move to the city to count all my pennies
And worship the Hollywood sign
She'll say, ""Hey man, nice to meet you,""
And she'll take every one last time
And I know, 'cause I found some fake love

[Chorus]
Ooh, broke as a bottle of wine
Ooh, but drink with you all damn night
Ooh, not trying to trade up
'Cause if we don't find money
Then what we got honey is just enough
We got some rich love

[Post-Chorus]
She'll say, ""Hey man,""
She'll say, ""Hey man, nice to meet you,""
She'll say, ""Hey man, nice to meet you,""
And she'll take every one last time and I know

[Verse 2]
Do you remember dancing at parties out in the yard?
We would piss off the neighbors
They'd eventually call the cops
And I was saving up for something, hoping life would finally start
'Cause oh, we had some new love

[Chorus]
Ooh, broke as a bottle of wine
Ooh, but drink with you all damn night
Ooh, broke as a bottle of wine
Cause if we don't find money
Then what we got honey lifts it up
We got some rich love

[Post-Chorus]
She'll say, ""Hey man,""
She'll say, ""Hey man, nice to meet you,""
She'll say, ""Hey man, nice to meet you,""
And she'll take every one last time and I know

[Bridge]
We're broke as a bottle of wine
Oh, we're broke as a bottle of wine
Said, we're broke as a bottle of wine
We're broke as a bottle of wine
Broke as a bottle of wine
We're broke as a bottle of wine
Cause if we don't find money
Then what we got honey lifts it up
We got some rich love

[Post-Bridge]
She'll say, ""Hey man,""
She'll say, ""Hey man, nice to meet you,""
We're broke as a bottle of wine
We're broke as a bottle of wine
Cause if we don't find money
Then what we got honey lifts it up
We got some rich love

[Outro]
We're broke as a bottle of wine
Broke as a bottle of wine
We're broke as a bottle of wine, bottle of wine
We're broke as a bottle of wine
We're broke as a bottle of wine
Cause if we don't find money
Then what we got honey lifts it up
We got some rich love

"
479,480,Tired,Alan Walker,electro house,2017,124,88,69,-4,15,49,192,4,6,70,"

[Intro]
I see those tears in your eyes
I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired

[Verse 1]
Cold hands, red eyes
Packed two bags at midnight
They've been there for weeks
You don't know what goodbye means

[Pre-Chorus]
Just roll up a cigarette
Just forget about this mess
Been waiting on the sidelines
From the sidelines

[Chorus]
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
If your ghost pulls you apart
And it feels like you've lost who you are
My love, there's no need to hide
Just let me love you when your heart is tired
Just let me love you
Just let me love you
Just let me love you
Just let me love you
Just let me love you when your heart is tired

[Verse 2]
When you whisper, I'm alright
But I see through your white lies
But these walls don?? talk
And if they could, they?? say

[Pre-Chorus]
Can't hide the secrets
You can't forget about this mess
I'm waiting on the sidelines
From the sidelines

[Chorus]
I see those tears in your eyes
And I feel so helpless inside
Oh love, there's no need to hide
Just let me love you when your heart is tired
If your ghost pulls you apart
And it feels like you've lost who you are
My love, there's no need to hide
Just let me love you when your heart is tired
Just let me love you
Just let me love you
Just let me love you
Just let me love you
Just let me love you when your heart is tired
I know those tears in your eyes
And I feel so helpless inside
My love, there's no need to hide
Just let me love you when your heart is tired

"
480,481,Came Here for Love,Sigala,dance pop,2017,125,87,71,-3,12,72,203,3,4,70,"

[Verse 1]
I'm no longer brokenhearted
So glad I came here tonight
And I see you got what I wanted
Baby, you got what I like

[Pre-Chorus]
I can see that you watching me
Come over, talk to me
Need you to give me a sign
You got that something sweet
That don't come easily
It's what I need tonight

[Chorus]
I came here for love
For someone to hold me down
I won't give it up, no
I want you to reach out

[Post-Chorus]
I came here for love
I came here for love
I came here for love
I want you to reach out

[Verse 2]
I'm so ready to get on it
You follow me, you'll be fine
And I'm in too deep
Have I fallen, without anyone inside

[Pre-Chorus]
I can see that you watching me
Come over, talk to me
Need you to give me a sign
You got that something sweet
That don't come easily
It's what I need tonight

[Chorus]
I came here for love
For someone to hold me down
I won't give it up, no
I want you to reach out

[Post-Chorus]
I came here for love
I came here for love
I want you to reach out

[Bridge]
This is what we came here for
We came here for love
I won't give, I won't give it up
This is what we came here for
We came here for love
I know this, I know it's enough
This is what we came here for
We came here for love
I won't give, I won't give it up
This is what we came here for
We came here for love
I want you to reach out

[Chorus]
I came here for love
For someone to hold me down
I won't give it up, no
I want you to reach out

[Post-Chorus]
I came here for love
I came here for love
I want you to reach out

"
481,482,24K Magic,Bruno Mars,pop,2017,107,80,82,-4,15,63,226,3,8,69,"

[Intro]
Tonight
I just want to take you higher
Throw your hands up in the sky
Let's set this party off right

[Chorus]
Players, put yo' pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Verse 1]
Pop pop, it's show time (Show time)
Show time (Show time)
Guess who's back again?
Oh they don't know? (Go on tell 'em)
Oh they don't know? (Go on tell 'em)
I bet they know soon as we walk in (Showin' up)
Wearing Cuban links (ya)
Designer minks (ya)
Inglewood's finest shoes (Whoop, whoop)
Don't look too hard
Might hurt ya'self
Known to give the color red the blues

[Pre-Chorus]
Ooh shit, I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

[Chorus]
Players only, come on
Put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Verse 2]
Second verse for the hustlas (hustlas)
Gangstas (gangstas)
Bad bitches and ya ugly ass friends (Haha)
Can I preach? (Uh oh) Can I preach? (Uh oh)
I gotta show 'em how a pimp get it in
First, take your sip (sip), do your dip (dip)
Spend your money like money ain't shit (Whoop, whoop)
We too fresh
Got to blame it on Jesus
Hashtag blessed
They ain't ready for me

[Pre-Chorus]
I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

[Chorus]
Players only, come on
Put your pinky rings up to the moon
Hey girls
What y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Bridge]
(Wooh)
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Now, now, now
Watch me break it down like (Uh)
24 karat, 24 karat magic
What's that sound?
24 karat, 24 karat magic
Come on now
24 karat, 24 karat magic
Don't fight the feeling
Invite the feeling

[Chorus]
Just put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Put your pinky rings up to the moon
Girls, what y'all trying to do? (Do)
24 karat magic in the air
Head to toe so player
(24 karat)
Uh, look out

[Outro]
(24 karat magic, magic, magic)

"
482,483,Strip That Down (feat. Quavo),Liam Payne,dance pop,2017,106,50,87,-5,8,55,202,20,5,69,"

[Intro: Quavo]
Huncho, Quavo
Yo, yo

[Verse 1: Liam Payne]
You know I've been taking some time
And I've been keeping to myself (Self)
I had my eyes up on the prize
Ain't watching anybody else
But your love, it hit me hard, girl
Yeah, you're bad for my health
I love the cards that I've been dealt
Do you feel the same as well?

[Pre-Chorus: Liam Payne & Quavo]
You know I used to be in 1D (Now I'm out, free)
People want me for one thing (That's not me)
I'm not changing the way that I (Used to be)
I just wanna have fun and (Get rowdy)
One Coke and Bacardi (Sippin' lightly)
When I walk inside the party (Girls on me)
F1 type Ferrari (Six gear speed)
Girl, I love it when your body (Grinds on me, baby)
Oh yeah, oh

[Chorus: Liam Payne & Quavo]
You know I love it when the music's loud
But come on, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby (Swing)
You know I love it when the music's loud
But come on, strip that down for me (Yeah, yeah, yeah, yeah)

[Post-Chorus: Ed Sheeran & Liam Payne]
Oh, strip that down, girl
Love when you hit the ground, girl (Yeah, yeah, yeah, yeah)
Oh, strip that down, girl
Love when you hit the ground

[Verse 2: Liam Payne]
You know that since the day I met you
Yeah, you swept me off my feet
You know that I don't need no money
When your love is beside me
Yeah, you opened up my heart
And then you threw away the key
Girl, now it's just you and me
And you don't care 'bout where I've been

[Pre-Chorus: Liam Payne & Quavo]
You know I used to be in 1D (Now I'm out, free, free)
People want me for one thing (That's not me)
I'm not changing the way that I (Used to be)
I just wanna have fun and (Get rowdy, ooh)
One Coke and Bacardi (Sippin' lightly)
When I walk inside the party (Girls on me)
F1 type Ferrari (Six gear speed)
Girl, I love it when your body (Grinds on me, baby)
Ooh

[Chorus: Liam Payne & Quavo]
You know I love it when the music's loud
But come on, strip that down for me, baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby (yeah)
You know I love it when the music's loud
But come on, strip that down for me (Yeah, yeah, yeah, yeah)

[Post-Chorus: Ed Sheeran, Liam Payne & Quavo]
Oh, strip that down, girl (Ayy)
Love when you hit the ground, girl (Strip it down, yeah, yeah, yeah, yeah)
Oh, strip that down, girl (Oh, ho, ho, ho)
Love when you hit the ground (Yeah, yeah, yeah, yeah)
Oh, strip that down, girl (Yeah)
Love when you hit the ground, girl (Yeah, yeah, yeah, yeah)
Oh, strip that down, girl (Ooh, oh)
Love when you hit the ground (Quavo)

[Verse 3: Quavo]
She gon' strip it down for a thug, yeah (Strip it down)
Word around town she got the buzz, yeah (Word)
Five shots in, she in love now (Shots)
I promise, when we pull up, shut the club down (Woo, hey)
I took her from her man, don't nobody know (Know)
If you popped the seal, better drive slow (Slow)
She know how to make me feel with my eyes closed (Skrrt skrrt)
Anything goes down with the Huncho (Huncho)

[Chorus: Liam Payne]
You know I love it when the music's loud
But come on, strip that down for me,baby
Now there's a lot of people in the crowd
But only you can dance with me
So put your hands on my body
And swing that round for me, baby
You know I love it when the music's loud
But come on, strip that down for me (Yeah, yeah, yeah, yeah)

[Outro: Liam Payne & Quavo]
Yeah, yeah, yeah, yeah
Come on, strip that down for me (Yeah, yeah, yeah, yeah, ayy)
Don't say nothing, girl
Strip that down for me (Strip it down, yeah, yeah, yeah, yeah)
All I want, girl
If you strip that down for me (Strip it down, yeah, yeah, yeah, yeah)
You're the one, girl
Come on, strip that down for me (Yeah, yeah, yeah, yeah)

"
483,484,Cut To The Feeling,Carly Rae Jepsen,canadian pop,2017,115,91,71,-3,30,65,208,1,6,69,"

[Verse 1]
I had a dream, or was it real?
We crossed the line and it was on
(We crossed the line, it was on this time)
I've been denying how I feel
You've been denying what you want
(You want from me, talk to me baby)

[Pre-Chorus]
I want some satisfaction, take me to the stars
Just like, ""ahhh""
A-a-ahhh!

[Chorus]
I wanna cut through the clouds, break the ceiling
I wanna dance on the roof, you and me alone
I wanna cut to the feeling, oh yeah
I wanna cut to the feeling, oh yeah
I wanna play where you play with the angels
I wanna wake up with you all in tangles, oh
I wanna cut to the feeling, oh yeah
I wanna cut to the feeling, oh yeah

[Verse 2]
Cancel your reservations
No more hesitations, this is on
(Can't make it stop, give me all you got)
I want it all or nothing
No more in-between, now give your
(Everything to me, let's get real baby)

[Pre-Chorus]
A chemical reaction, take me in your arms
And make me, ""ahhh""
A-a-ahhh!

[Chorus]
I wanna cut through the clouds, break the ceiling
I wanna dance on the roof, you and me alone
I wanna cut to the feeling, oh yeah
I wanna cut to the feeling, oh yeah
I wanna play where you play with the angels
I wanna wake up with you all in tangles, oh
I wanna cut to the feeling, oh yeah
I wanna cut to the feeling, oh yeah

[Bridge]
Take me to emotion, I want to go all the way
Show me devotion and take me all the way
Take me to emotion, I want to go all the way
Show me devotion and take me all the way
All the way, all the way, all the way
Take me all the way, a-a-ahhh!

[Chorus]
I wanna cut through the clouds, break the ceiling
I wanna dance on the roof, you and me alone
I wanna cut to the feeling, oh yeah
I wanna cut to the feeling, oh yeah
I wanna play where you play with the angels
I wanna wake up with you all in tangles, oh
I wanna cut to the feeling, oh yeah
I wanna cut to the feeling, oh yeah

[Outro]
I wanna cut through the clouds
Mmm, cut to the feeling
I wanna dance on the roof, oh oh oh, yeah
I wanna cut to the feeling, I wanna cut to the feeling
I wanna cut to the feeling, I wanna cut to the feeling

"
